,name,rating,distance,delivery,pickup,American,Bakeries,Cafes,Chinese,Fast Food,Pizza,Street Vendors
320,KURIMU,8.0,4351.702019738518,1,0,0,0,0,0,0,0,0
321,UberWings,9.0,6150.571981568284,1,1,0,0,0,0,0,0,0
322,Adalina,8.0,4119.572196177371,1,0,0,0,0,0,0,0,0
323,True Food Kitchen,8.0,5093.344667404483,1,1,1,0,0,0,0,0,0
324,Warehouse 345,8.0,406.36229932340353,0,0,0,0,0,0,0,0,0
325,Ritter's Diner,7.0,3458.400867922101,1,1,0,0,0,0,0,0,0
326,Melt Bar and Grilled,7.0,9114.639472697532,1,0,0,0,0,0,0,0,0
327,Pizza Fresca,6.0,938.8588834335743,1,1,0,0,0,0,0,0,0
328,Smaltimore,7.0,3803.195554224906,1,0,0,0,0,0,0,0,0
329,Bakeri,8.0,4464.080896473425,1,0,0,0,1,0,0,0,0
330,Hibachi Go,8.0,17002.552667380252,1,0,0,0,0,0,0,0,0
331,Birdigo Chicken and Custard,9.0,21304.2509493721,1,1,0,0,0,0,0,0,0
332,Smorgasburg - Prospect Park,9.0,5677.460248276138,0,0,0,0,0,0,0,0,1
333,Pho Nam Giang,9.0,16008.638109824069,1,1,0,0,0,0,0,0,0
334,Royal Grinders,9.0,3100.1425048855785,1,1,0,0,0,0,0,0,0
335,Martin’s Bar-B-Que Joint,7.0,3113.908874650367,1,0,0,0,0,0,0,0,0
336,Phở Hōa,7.0,9187.103348777406,1,1,0,0,0,0,0,0,0
337,The Roll Pod Indian Restaurant,9.0,12120.186604023784,1,1,0,0,0,0,0,0,0
338,Irie Jamaican Kitchen,9.0,16574.348893864793,1,1,0,0,0,0,0,0,0
339,Shuckers Waterfront Bar and Grill,6.0,17637.866676803827,1,1,0,0,0,0,0,0,0
340,Kabobchi,9.0,4147.937122646271,1,1,0,0,0,0,0,0,0
341,Trillium Brewing - Fort Point,8.0,2251.976984218848,0,0,0,0,0,0,0,0,0
342,Chef Creole Seasoned Restaurant,8.0,5057.501292237414,1,0,0,0,0,0,0,0,0
343,The Bun Shop,8.0,10057.604582248257,1,0,0,0,1,0,0,0,0
344,BRGRBELLY,9.0,9370.400182708248,1,1,0,0,0,0,1,0,0
345,Margaritaville Restaurant - Cleveland,5.0,4133.239277027818,1,1,1,0,0,0,0,0,0
346,Dos Urban Cantina,8.0,2183.0061959624163,1,1,0,0,0,0,0,0,0
347,PaKos Tacos,10.0,11861.276211100048,0,0,0,0,0,0,0,0,0
348,Raku,9.0,2522.2670460297,1,1,0,0,0,0,0,0,0
349,Mareva1939,9.0,16472.888703872744,1,0,0,0,0,0,0,0,0
350,Cleveland Breakfast Club,7.0,6990.320558962727,1,0,0,0,0,0,0,0,0
351,Konstantine’s Greek Taverna,8.0,33411.44460733269,0,1,0,0,0,0,0,0,0
352,Pho Viet,7.0,2116.690510929977,1,1,0,0,0,0,0,0,0
353,Crazy About You,8.0,9957.720190398648,1,0,0,0,0,0,0,0,0
354,Granddaddy's Famous Hot Chicken,8.0,18360.70944427452,0,0,0,0,0,0,0,0,0
355,Bangkokville Thai Cuisine,9.0,9274.696334193495,1,1,0,0,0,0,0,0,0
356,La Tabla Sandwich Shop,10.0,12852.165220723437,1,1,0,0,0,0,0,0,0
357,House of Kabob,9.0,9460.243635757302,1,1,0,0,0,0,0,0,0
358,The Harbour Public House,7.0,14052.757535903589,0,0,1,0,0,0,0,0,0
359,Watertable,7.0,2450.3671172328354,1,0,1,0,0,0,0,0,0
360,Crosby's Kitchen,8.0,4591.780824211806,1,1,1,0,0,0,0,0,0
361,The Whale Chicago,8.0,2978.443814817338,1,1,1,0,0,0,0,0,0
362,Crunchik'n,9.0,6974.1465389018385,1,1,0,0,0,0,0,0,0
363,Soulfedphilly,7.0,5493.489297750648,1,0,0,0,0,0,0,0,0
364,312 Pizza Company,7.0,4513.244753956094,1,1,0,0,0,0,0,1,0
365,Wieland's BBQ,9.0,13121.215756918857,1,0,0,0,0,0,0,0,0
366,Banana Blossom Thai Cuisine,9.0,3508.007261874832,1,0,0,0,0,0,0,0,0
367,Carol's Bun,9.0,962.7583138449673,1,1,0,0,0,1,0,0,0
368,The Hot Dog Box,9.0,12461.042087854406,1,0,0,0,0,0,0,0,0
369,Quaker Steak & Lube,8.0,2327.2850214570612,0,0,0,0,0,0,0,0,0
370,Birria Babe Tacos,10.0,2364.3019410978904,0,0,0,0,0,0,0,0,0
371,People Of The Chubbs,8.0,8678.692011371964,0,0,0,0,0,0,0,0,1
372,Sugarbee's Cafe & Grill,8.0,2004.1708309179628,1,1,1,0,0,0,0,0,0
373,Rochelles,8.0,1894.0202841517944,1,0,0,0,0,0,0,0,0
374,Playa Bowls,8.0,7877.343241954535,1,1,0,0,0,0,0,0,0
375,Raising Cane's Chicken Fingers,8.0,2321.255081770883,1,0,0,0,0,0,1,0,0
376,Honey Butter Fried Chicken,8.0,4650.590860472824,1,0,0,0,0,0,0,0,0
377,Blue Moon Burgers,5.0,7217.4203406206525,1,1,0,0,0,0,1,0,0
378,Caliente Pizza & Drafthouse,6.0,3121.685826429453,1,1,0,0,0,0,0,1,0
379,Hibachi Shokudo,9.0,6119.9452374724915,1,1,0,0,0,0,0,0,0
380,Josh's Pizza,10.0,7828.570785183083,0,0,0,0,0,0,0,1,0
381,Stina Pizzeria,9.0,9846.102242085111,1,1,0,0,0,0,0,1,0
382,Brendali,9.0,3523.532050616494,1,1,0,0,0,0,0,0,0
383,Eliza A Hot Metal Bistro,7.0,2230.390645816692,1,0,1,0,0,0,0,0,0
384,Pueblito Viejo,7.0,4636.814110115522,1,0,0,0,0,0,0,0,0
385,Yakitori Taisho,7.0,2702.4899603424,1,1,0,0,0,0,0,0,0
386,Taste of Orient,7.0,948.3104680700719,1,1,0,0,0,1,0,0,0
387,Henrietta Red,8.0,4383.275724896845,0,0,1,0,0,0,0,0,0
388,Dumplings & Things,7.0,3912.3137335624197,1,0,0,0,0,0,0,0,0
389,Rick’s Freshmade,9.0,21834.974067720414,1,0,0,0,0,0,0,0,0
390,Cuban Guys - Flagler,9.0,4549.047924465881,1,1,0,0,0,0,0,0,0
391,Fresh Out The Kitchen,8.0,5682.610456820921,0,0,0,0,0,0,0,0,0
392,The Capital Grille,8.0,14590.803150719203,0,0,0,0,0,0,0,0,0
393,Hibachi One,9.0,13734.630068746761,1,0,0,0,0,0,0,0,0
394,STK Steakhouse,7.0,1625.734037800751,1,1,0,0,0,0,0,0,0
395,Taste of India,8.0,3191.607695214836,1,1,0,0,0,0,0,0,0
396,Thai Sidewalk,9.0,583.9836845783237,0,0,0,0,0,0,0,0,1
397,The Dutch,7.0,1972.0889960679046,0,0,0,0,0,0,0,0,0
398,Olmstead,8.0,1194.8914192625632,1,1,1,0,0,0,0,0,0
399,88 Food Connection,6.0,4478.546261042658,0,0,0,0,0,0,0,0,0
400,Nine Ting,8.0,6142.108735175364,1,1,0,0,0,0,0,0,0
401,Orinoco,8.0,1068.7396411516584,1,1,0,0,0,0,0,0,0
402,Habaneros Fresh Mexican Grill,8.0,10223.12949583891,1,1,0,0,0,0,0,0,0
403,The Kitchen On Penn,9.0,26739.181952605846,0,0,0,0,0,0,0,0,0
404,Little Miz Cupcake,10.0,5857.482532134273,1,0,0,0,0,0,0,0,0
405,Blaze Pizza,8.0,1763.5940671399212,1,1,0,0,0,0,0,0,0
406,Tofu Stall,10.0,7687.383351858788,0,0,0,0,0,0,0,0,1
407,Indian Delight,8.0,4577.216243449207,1,1,0,0,0,0,0,0,0
408,Mekong Delta Cafe,9.0,2024.6183492135217,1,0,0,0,0,0,0,0,0
409,Little Gourmand,10.0,5271.631626904339,1,0,0,0,0,0,0,0,0
410,The Trie Cafe,5.0,18487.020612433844,0,0,0,0,1,0,0,0,0
411,San Pablo Street Tacos,7.0,1253.940519170237,1,1,0,0,0,0,0,0,0
412,Silverlake Bistro,10.0,19301.351504071583,1,0,1,0,0,0,0,0,0
413,Barrel Junction,8.0,21211.888897698027,1,0,0,0,0,0,0,0,0
414,Hyde Park Prime Steakhouse,8.0,2475.0406748554888,1,1,0,0,0,0,0,0,0
415,La Camaronera Seafood Joint & Fish Market,8.0,6429.880951930728,1,0,0,0,0,0,0,0,0
416,Doliva Evoo Pizza & Grill ,9.0,4366.240195728948,1,1,0,0,0,0,0,1,0
417,Galinha,8.0,2471.270203451309,1,1,0,0,0,0,0,0,0
418,Dora Taqueria,8.0,3692.950834475969,1,0,0,0,0,0,0,0,0
419,African Small Pot,8.0,13111.165064453664,1,1,0,0,0,0,0,0,0
420,The Lost Cajun,9.0,25987.89255485072,1,0,0,0,0,0,0,0,0
421,Fox In the Snow Cafe,9.0,3058.3299306589806,1,0,0,0,1,0,0,0,0
422,Eddie George's Grille 27,5.0,10066.402886680804,0,0,1,0,0,0,0,0,0
423,Feast,8.0,11208.966193747056,0,0,0,0,0,0,0,0,0
424,Kathmandu Momocha,9.0,1763.5621928765688,1,1,0,0,0,0,0,0,0
425,Marcella's,8.0,4106.46135463538,0,0,0,0,0,0,0,0,0
426,Thyme2,9.0,40765.2111746341,1,1,1,0,0,0,0,0,0
427,Crawfish House,8.0,12392.841490966632,1,0,0,0,0,0,0,0,0
428,Lucky 7 Gourmet Deli,7.0,2618.2644666373913,1,0,0,0,0,0,0,0,0
429,Moustaki Authentic Gyros,8.0,6907.6758454126475,1,1,0,0,0,0,0,0,0
430,Gondola House Pizzeria,9.0,18207.142384870658,1,1,0,0,0,0,0,0,0
431,Pub Royale,8.0,278.404435816512,1,0,0,0,0,0,0,0,0
432,Bite a Bit,9.0,8775.713443361545,0,0,0,0,0,0,0,0,0
433,Korea BBQ & Sushi,9.0,16990.99350538977,1,1,0,0,0,0,0,0,0
434,Santorini By Georgios,9.0,15713.809372710035,1,1,0,0,0,0,0,0,0
435,Monterey Pub,9.0,3134.9605425342725,1,0,0,0,0,0,0,0,0
436,Amor di Pasta - Blue Lagoon,9.0,2686.433615318239,1,1,0,0,0,0,0,0,0
437,Spicymix Bowl,10.0,6104.013164236367,1,1,0,0,0,1,0,0,0
438,Champ’s Diner,8.0,4490.312627010208,0,1,0,0,0,0,0,0,0
439,Southern Tier Brewery Pittsburgh,8.0,2647.91397085102,1,0,0,0,0,0,0,0,0
440,Sprinly,9.0,6605.2034929739975,0,0,0,0,0,0,0,0,0
441,1892 Leipers Fork,9.0,33542.00436225899,0,0,1,0,0,0,0,0,0
442,Bare Bones Butcher,9.0,6963.035535866945,1,0,0,0,0,0,0,0,0
443,The Bowery Vault,10.0,7942.48832736154,0,0,0,0,0,0,0,0,0
444,Café Luna,8.0,2527.315065815558,1,0,0,0,1,0,0,0,0
445,Two Fatt Indians,9.0,5782.237132905515,0,0,0,0,0,0,0,0,0
446,Pho & Beyond,8.0,22167.7704614972,0,1,0,0,0,0,0,0,0
447,Far East Descendant,9.0,6220.237167357002,1,1,0,0,0,0,0,0,0
448,Kin Dee,9.0,2583.3943817249774,1,1,0,0,0,0,0,0,0
449,Yeon’s Chicken,9.0,11335.769188513754,0,0,0,0,0,0,0,0,0
450,Fox And The Knife,8.0,1347.8731587501989,1,0,0,0,0,0,0,0,0
451,Ten Asian Food Hall,8.0,10900.38166556702,1,1,0,0,0,0,0,0,0
452,Flour Bakery + Café,9.0,1548.8447111214953,1,1,0,0,1,0,0,0,0
453,Superior Pho,8.0,4127.849574573042,1,1,0,0,0,0,0,0,0
454,Chela Modern Mexican,9.0,3974.180451925868,1,1,0,0,0,0,0,0,0
455,Soy Cubano,10.0,1041.7479947900426,0,0,0,0,0,0,0,0,0
456,Bombay Burrito,8.0,28002.48271432731,1,1,0,0,0,0,0,0,0
457,The Village Table,8.0,2128.0123397987372,0,0,0,0,0,0,0,0,0
458,Apsara Markets,10.0,8649.563807315637,0,0,0,0,0,0,0,0,0
459,Nak Won Garden,7.0,3853.7908936058893,1,1,0,0,0,0,0,0,0
460,Roma Carry Out,8.0,23517.738865804364,1,1,0,0,0,0,0,1,0
461,New Orleans Seafood,8.0,7775.612192681605,1,1,0,0,0,0,0,0,0
462,Carnitas Uruapan,9.0,12491.07851765889,1,1,0,0,0,0,0,0,0
463,The White Swan Public House,8.0,469.75510877729783,1,1,0,0,0,0,0,0,0
464,The Original Pancake House,8.0,3870.1787271167864,1,1,0,0,0,0,0,0,0
465,Shaxian Delicacies,7.0,6299.620772576806,1,0,0,0,0,1,0,0,0
466,Cubata ,10.0,6840.840258967456,1,1,0,0,0,0,0,0,0
467,Chinatown Inn,8.0,1757.6143352425393,1,1,0,0,0,1,0,0,0
468,Lockeland Table,9.0,5280.784620680541,1,0,1,0,0,0,0,0,0
469,Jules Kitchen at Circa 39 Hotel,7.0,17745.722171551304,1,0,0,0,0,0,0,0,0
470,Saturday Morning Cafe,8.0,2593.3097398747636,1,1,0,0,0,0,0,0,0
471,The Maharaja,8.0,4891.376219398744,1,1,0,0,0,0,0,0,0
472,El Mofonguito,8.0,3358.0569386620873,1,1,0,0,0,0,0,0,0
473,Empanada Lady,9.0,2596.6807241652,0,0,0,0,0,0,0,0,1
474,Metropol Restaurant,9.0,10043.287759960744,1,0,0,0,0,0,0,0,0
475,Babo Korean Bar,8.0,7979.019436190426,1,0,0,0,0,0,0,0,0
476,Seoul Tofu & Jjim,10.0,1171.6859703243806,0,0,0,0,0,0,0,0,0
477,Pacific Inn Pub,8.0,2751.724855053712,1,0,0,0,0,0,0,0,0
478,Cluck Norris,9.0,11562.805888385286,0,0,0,0,0,0,0,0,0
479,Trap House Wingz,8.0,5643.634312403259,1,1,0,0,0,0,0,0,0
480,Felcaro Pizzeria,6.0,1483.1324641063227,1,1,0,0,0,0,0,1,0
481,Luk Fu,8.0,11090.300825797933,1,0,0,0,0,0,0,0,0
482,Midnight Oil,9.0,7123.668067908998,1,0,0,0,0,0,0,1,0
483,Cutlets Sandwich Co.,9.0,3571.2539213392142,1,1,0,0,0,0,0,0,0
484,Awa Cuisine,8.0,9715.534549205533,1,0,0,0,0,0,0,0,0
485,Tic Tac Taco,6.0,5852.584680258362,0,0,0,0,0,0,0,0,0
486,Fork It,9.0,19549.602030053455,1,1,0,0,0,0,0,0,0
487,Duck Donuts,7.0,15040.438903000364,1,1,0,0,1,0,0,0,0
488,Tran An Vietnamese Eatery,8.0,14447.925830656483,1,0,0,0,0,0,0,0,0
489,M Kee,8.0,6165.262274041423,1,1,0,0,0,1,0,0,0
490,Blue Water Cafe,8.0,10534.672246189846,1,0,1,0,0,0,0,0,0
491,Taco Bao’T It,8.0,9792.07219535013,1,1,0,0,0,0,0,0,1
492,Suarez BBQ,9.0,17543.463964148636,1,0,0,0,0,0,0,0,0
493,Thai Table & Kitchen,9.0,3233.5012271793125,1,1,0,0,0,0,0,0,0
494,i5 Pho Seattle,9.0,2788.79084107234,1,1,0,0,0,0,0,0,0
495,Mission BBQ,9.0,11521.740318638645,1,0,0,0,0,0,0,0,0
496,Hong Kong Dim Sum,8.0,7854.15083522272,1,0,0,0,0,1,0,0,0
497,232 Bleecker,9.0,2834.744150798099,1,0,1,0,0,0,0,0,0
498,Lola Tining's Cuisine,9.0,11078.85863982844,1,1,0,0,0,0,0,0,0
499,El Asadero Colombiano,9.0,10202.533339332876,1,0,0,0,0,0,0,0,0
500,Pon de Joy,8.0,4478.832494335568,1,1,0,0,0,0,0,0,0
501,Twin Anchors Restaurant & Tavern,8.0,3364.084149123565,1,1,1,0,0,0,0,0,0
502,Sheba's Soul Plate,10.0,2884.7904318531673,1,0,0,0,0,0,0,0,0
503,Jibek Jolu,8.0,23622.29846785065,1,1,0,0,0,0,0,0,0
504,Beyond Juicery + Eatery,9.0,3307.0239122398584,1,1,0,0,0,0,0,0,0
505,Golden Pig,9.0,21981.437361440545,0,0,0,0,0,0,0,0,0
506,Cody's Diner,9.0,30130.845536697514,0,0,0,0,0,0,0,0,0
507,Explorer's Den Steaks and Hoagies,5.0,5521.35488470933,1,0,0,0,0,0,0,0,0
508,Katy's Corner Cafe,9.0,2599.780886738327,1,1,0,0,1,0,0,0,0
509,Kay’s Place,9.0,1331.7798061566627,1,1,0,0,0,0,0,0,0
510,wagamama - prudential,7.0,858.1782113783514,1,1,0,0,0,0,0,0,0
511,Merguez & Frites,9.0,9832.61974151443,1,0,0,0,0,0,0,0,0
512,SRV Boston,9.0,1148.6112840272483,1,0,0,0,0,0,0,0,0
513,Rooh Columbus,9.0,3944.846510653799,1,1,0,0,0,0,0,0,0
514,Dulce Vida,10.0,13950.414369442424,0,0,0,0,0,0,0,0,0
515,The Great American Grill,8.0,9124.495545412356,0,0,1,0,0,0,0,0,0
516,Charlie's Roast Pork,9.0,8315.651659833517,1,1,0,0,0,0,0,0,0
517,Yeast Nashville,9.0,4410.771060607982,1,0,0,1,0,0,0,0,0
518,CHiKN,8.0,1906.775230333151,1,1,0,0,0,0,0,0,0
519,Silk Road Asian Cuisine,9.0,11795.576152471584,1,1,0,0,0,1,0,0,0
520,Jana Grill & Bakery,8.0,9618.645253991283,1,1,0,0,0,0,0,0,0
521,Banh Mi,8.0,4526.115655494807,1,1,0,0,0,0,0,0,0
522,Baja Fresh,3.0,1971.527847174867,1,0,0,0,0,0,0,0,0
523,Love 'n Gyros,9.0,10869.449827315979,1,1,0,0,0,0,0,0,0
524,Grappa,8.0,2156.467443567032,1,1,0,0,0,0,0,0,0
525,Sausage Fest Food Truck,9.0,3095.5478184814147,0,0,0,0,0,0,0,0,1
526,La Poblanita,9.0,2872.821095746829,1,0,0,0,0,0,0,0,1
527,Mirchi Columbus,8.0,11836.90095212337,0,1,0,0,0,0,0,0,0
528,Point Brugge Café,9.0,5546.7968095068845,1,0,0,0,0,0,0,0,0
529,Soju Anju Bar,8.0,1725.1641442629013,1,1,0,0,0,0,0,0,0
530,Egghill,10.0,1609.4821254697702,0,0,0,0,0,0,0,0,0
531,Shumans Homewood,9.0,7166.985668525489,1,1,1,0,0,0,0,0,0
532,Yeung's House,9.0,9620.832163643354,1,0,0,0,0,1,0,0,0
533,Metro Cafeteria and Restaurant,10.0,4250.755365342083,0,0,0,0,0,0,0,0,0
534,Aquarium Restaurant,7.0,10521.228218495799,1,1,0,0,0,0,0,0,0
535,Cafe Aloe,8.0,10657.695055567487,1,1,0,0,0,0,0,0,0
536,Pasha's Halal Food,9.0,3399.479387479939,1,1,0,0,0,0,0,0,0
537,Pizza Bosa,6.0,1414.214370754186,1,1,0,0,0,0,0,1,0
538,Momiji,8.0,1851.6920744376196,1,0,0,0,0,0,0,0,0
539,The Toledo,9.0,1063.063491746071,1,0,0,0,0,0,0,0,0
540,Pho Asian Noodle House & Grill,7.0,4009.765434512844,1,1,0,0,0,0,0,0,0
541,The Grub Hut,8.0,23045.848710759106,0,0,0,0,0,0,1,0,0
542,Daniel's Broiler,7.0,4582.641851707235,1,1,0,0,0,0,0,0,0
543,Asia Food Court,10.0,4127.849574573042,0,0,0,0,0,0,0,0,0
544,Dooby's,8.0,1304.004302488409,1,1,0,0,1,0,0,0,0
545,Cinco de Mayo Dos,8.0,2807.4024106485317,1,1,0,0,0,0,0,0,0
546,El Barco Mexican Restaurant,7.0,12577.484033609173,1,1,0,0,0,0,0,0,0
547,Larder Delicatessen and Bakery,9.0,3626.9570281240335,1,0,0,0,0,0,0,0,0
548,The Colombian Spot,9.0,1776.2584386049377,1,1,0,0,0,0,0,0,0
549,Vocelli Pizza,5.0,9662.663721172303,1,1,0,0,0,0,0,1,0
550,Oh Bear Café & Teahouse,9.0,4474.57800884848,1,0,0,0,1,0,0,0,0
551,Ozzy's Pizza Shop,8.0,641.9535574806738,1,1,0,0,0,0,0,1,0
552,Condado Tacos,8.0,1791.7578958541537,1,1,0,0,0,0,0,0,0
553,One Apron Bakery,10.0,14113.787272654088,0,0,0,0,0,0,0,0,0
554,Georgia Peach,7.0,12784.248524126248,1,1,0,0,0,0,0,0,0
555,Stone Way Cafe,8.0,2781.468126409001,1,1,0,0,1,0,0,0,0
556,Bizini's Famous Steaks Seafood & Hoagies,10.0,4404.371752579275,1,0,0,0,0,0,0,0,0
557,The Food Company,9.0,5277.925192817099,1,0,0,0,0,0,0,0,0
558,Vinnie's Sub Shop,9.0,2268.7114187009124,1,1,0,0,0,0,0,0,0
559,Jacob's Pickles Time Out Market,9.0,1253.3755166506153,1,0,0,0,0,0,0,0,0
560,107 Taste,9.0,7934.444772072226,1,1,0,0,0,0,0,0,0
561,Choripan,9.0,12580.348622015475,1,1,0,0,0,0,0,0,0
562,Big Star,6.0,5072.884895701703,1,1,0,0,0,0,0,0,0
563,Halal Eatz,9.0,21023.834469461133,0,0,0,0,0,0,1,0,0
564,HomeSlyce - Mt. Vernon,8.0,1828.0573593509032,1,1,0,0,0,0,0,1,0
565,Pelicana Chicken,7.0,4791.390715368987,1,1,0,0,0,0,0,0,0
566,Box Hill Crab Cakes,9.0,31881.238917190007,1,0,0,0,0,0,0,1,0
567,2nd Story Brewing,8.0,6367.902479464663,1,1,1,0,0,0,0,0,0
568,Franco's Pizza,8.0,2263.6437782475928,1,1,0,0,0,0,0,1,0
569,Island Spice Carribean Restaurant,9.0,10417.013753548754,1,0,0,0,0,0,0,0,0
570,Nue,8.0,1976.3336513402564,1,1,0,0,0,0,0,0,0
571,OH Pizza & Wings,8.0,16268.188378934965,1,1,0,0,0,0,0,1,0
572,VASO,8.0,13679.339040352612,1,0,0,0,0,0,0,0,0
573,Kaze Shabu Shabu,8.0,938.6476939729612,1,0,0,0,0,0,0,0,0
574,G's On Liberty,9.0,3371.09782238376,0,0,1,0,0,0,0,0,0
575,Bed-Stuy Fish Fry,5.0,6592.830970450707,1,1,0,0,0,0,0,0,0
576,Lucky buns,9.0,3521.6196222911626,0,0,0,0,0,0,0,0,0
577,The Angry Crab,6.0,648.8489186354623,1,1,0,0,0,0,0,0,0
578,Hub Hall,6.0,2017.1822724095312,0,0,0,0,0,0,0,0,0
579,Cooks Bar & Grill,10.0,36301.12180339588,0,0,0,0,0,0,1,0,0
580,El Embajador,8.0,5128.496718928731,1,1,0,0,0,0,0,0,0
581,Cultura Subs,9.0,19322.20128957775,1,1,0,0,0,0,0,0,0
582,Five Stuy Cafe,5.0,3217.720210741521,0,0,0,0,1,0,0,0,0
583,The Seattle Grind,8.0,934.9946001127895,1,0,0,0,1,0,0,0,0
584,Clyde's Caribbean,7.0,16079.363635792466,0,0,0,0,0,0,0,0,0
585,55 South,8.0,25212.761665845734,1,0,0,0,0,0,0,0,0
586,La Casa de las Baleadas,5.0,6855.502663337887,1,1,0,0,0,0,0,0,0
587,Houseman,8.0,2589.4464450488626,1,0,1,0,0,0,0,0,0
588,Stax,6.0,10972.516827471032,0,0,0,0,0,0,1,0,0
589,Proper Bagel,9.0,1936.9409654254675,1,0,0,0,0,0,0,0,0
590,Jamaica Mi Hungry,9.0,5063.946547340286,1,1,0,0,0,0,0,0,0
591,Jama Benn Jama,8.0,17858.437255755,1,1,0,0,0,0,0,0,0
592,David and Dad's Cafe,8.0,2109.3363837070874,1,1,0,0,0,0,0,0,0
593,Forbes Tavern,8.0,1888.0816955901373,1,0,0,0,0,0,0,0,0
594,Casola's Pizzeria & Sub Shop,7.0,6705.859123554734,1,0,0,0,0,0,0,1,0
595,Garifuna Flava,9.0,14012.374150649162,1,1,0,0,0,0,0,0,0
596,Baires Food Truck,8.0,3724.768487471257,0,0,0,0,0,0,0,0,1
597,Mighties,9.0,1517.0627728269587,1,1,0,0,0,0,1,0,0
598,Kettl,9.0,4063.342474822008,0,0,0,0,0,0,0,0,0
599,Sushi Sake Gables,7.0,2922.553290754319,0,0,0,0,0,0,0,0,0
600,Woori,8.0,9911.30221166637,1,0,0,0,0,0,0,0,0
601,New Heights Brewing Company,9.0,1345.587759080225,0,0,0,0,0,0,0,0,0
602,COOP,9.0,11662.252583081396,1,1,1,0,0,0,0,0,0
603,Aunty Joy's Jamaican Kitchen,8.0,10411.246561084681,1,1,0,0,0,0,0,0,0
604,Rowhome Coffee,10.0,2499.4075737799076,0,0,0,0,1,0,0,0,0
605,Kuhar's Carryout,9.0,31591.60869614071,1,1,0,0,0,0,0,0,0
606,Chowology: Asian Kitchen,10.0,28113.52014992542,0,0,0,0,0,0,0,0,0
607,Clover Food Lab,9.0,3178.224522479874,0,0,0,0,0,0,0,0,0
608,Lobster & Pho,8.0,9049.311538208176,1,0,0,0,0,0,0,0,0
609,Market Grill,9.0,1879.34217279618,1,0,0,0,0,0,0,0,0
610,Lobster Box Restaurant,6.0,23142.28154500209,0,0,0,0,0,0,0,0,0
611,Futomaki,9.0,12681.318039702095,1,1,0,0,0,0,0,0,0
612,Devil Dawgs,8.0,486.1079530004321,1,1,0,0,0,0,0,0,0
613,Sciulli's Pizza,9.0,1583.5142127065483,1,1,0,0,0,0,0,1,0
614,Dunkin',4.0,5620.358122875151,1,0,0,0,0,0,0,0,0
615,Hilo Poke' & Sushi,8.0,1789.8958372375748,1,1,0,0,0,0,0,0,0
616,Kona Kitchen - Seattle,8.0,7306.770710229867,1,1,0,0,0,0,0,0,0
617,Shahs Halal - Pittsburgh,8.0,2243.1556666083115,1,1,0,0,0,0,0,0,0
618,Funkenhausen,9.0,1222.9322041825476,1,1,0,0,0,0,0,0,0
619,Vino Volo,8.0,9786.060801778987,0,0,0,0,0,0,0,0,0
620,Loving Heart,10.0,6674.560727811983,1,1,0,0,0,0,0,0,0
621,Tensuke Express,8.0,6228.657616574836,1,1,0,0,0,0,0,0,0
622,The Red Boat Asian Fusion,8.0,2396.210053653609,1,1,0,0,0,0,0,0,0
623,Addella's,9.0,6395.919214632036,0,0,0,0,0,0,0,0,0
624,Latino Taste To Go,9.0,6839.710194874762,1,1,0,0,0,0,0,0,0
625,My Friend Derek's,10.0,2964.7933775953206,0,0,0,0,0,0,0,0,1
626,ERA,8.0,6363.1235705301015,1,0,0,0,0,0,0,0,0
627,Penn Station East Coast Subs,6.0,1567.313315411976,1,1,0,0,0,0,0,0,0
628,Good Neighbor Cafe,9.0,3248.791019947707,1,1,0,0,0,0,0,0,0
629,Autana Authentic Venezuelan Food,10.0,14771.22599352912,1,1,0,0,0,0,0,0,0
630,Lady Mara Cafe,10.0,5059.03667669132,0,0,0,0,1,0,0,0,0
631,La Vara,8.0,1965.312119898106,1,0,0,0,0,0,0,0,0
632,Green Hills Grille,8.0,4899.204788216562,1,0,0,0,0,0,0,0,0
633,Turp's Sports Bar & Restaurant,6.0,750.1361998659881,1,1,1,0,0,0,0,0,0
634,SGD Dubu So Gong Dong Tofu & Korean BBQ,8.0,4111.652817701129,1,0,0,0,0,0,0,0,0
635,Ms. T's Southern Fried Chicken,9.0,5036.345680179943,1,1,0,0,0,0,0,0,0
636,Franks Pizza & Chicken,8.0,4697.940752046401,1,0,0,0,0,0,0,0,0
637,The Garden Bar,9.0,16429.006121539704,1,1,0,0,0,0,0,0,0
638,FROTH,9.0,2997.6286237087315,1,1,0,0,1,0,0,0,0
639,Il Tetto:  A Rooftop Beer Garden,6.0,1469.674584312531,0,0,0,0,0,0,0,0,0
640,Shaking Seafood,9.0,8314.405591711824,1,1,0,0,0,0,0,0,0
641,Jr’s Red Hots,9.0,1551.0247240811113,1,1,0,0,0,0,0,0,0
642,Szechuan Gourmet,9.0,3973.489587322134,1,0,0,0,0,0,0,0,0
643,La Fresa Francesa,9.0,8031.552838039857,1,1,0,0,0,0,0,0,0
644,17 River Grille,7.0,23757.420572653882,0,0,1,0,0,0,0,0,0
645,BJ's Restaurant & Brewhouse,6.0,14433.145838826622,1,0,0,0,0,0,0,1,0
646,George's Shawarma,10.0,14340.309796404734,1,1,0,0,0,0,0,0,0
647,Bistrolino,9.0,6590.179660713906,1,0,0,0,0,0,0,0,0
648,Le Onde Ristorante,10.0,7808.434627960632,1,1,0,0,0,0,0,0,0
